CpuName,GpuName,GameName,CpuNumberOfCores,CpuNumberOfThreads,CpuFrequency,CpuTurboClock,CpuCacheL3,CpuTDP,GpuMemorySize,GpuBandwidth,GpuMemoryBus,GpuNumberOfShadingUnits,GpuBaseClock,GpuBoostClock,GpuNumberOfROPs,GpuFP32Performance,GameSetting,GameSetting_Normalized,GameSetting_Ordinal,GameResolution,FPS
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 970,radicalHeights,8.0,16.0,3400.0,3800.0,16.0,95.0,4000.0,224400.0,256.0,1664.0,1050.0,1178.0,56.0,3920000.0,max,ultra,4,1080.0,54.4
Intel Core i9-9900K,NVIDIA GeForce GTX 1050 Ti,radicalHeights,8.0,16.0,3600.0,5000.0,16.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,52.1
Intel Core i7-9700K,NVIDIA GeForce GTX 1050 Ti,radicalHeights,8.0,8.0,3600.0,4900.0,12.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,51.7
Intel Core i7-8700K,NVIDIA GeForce GTX 1050 Ti,radicalHeights,6.0,12.0,3700.0,4700.0,12.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,48.0
Intel Core i7-7700K,NVIDIA GeForce GTX 1050 Ti,radicalHeights,4.0,8.0,4200.0,4500.0,8.0,91.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,46.6
Intel Core i5-9400F,NVIDIA GeForce GTX 1050 Ti,radicalHeights,6.0,6.0,2900.0,4100.0,9.0,65.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,46.1
Intel Core i5-8600K,NVIDIA GeForce GTX 1050 Ti,radicalHeights,6.0,6.0,3600.0,4300.0,9.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,45.7
Intel Core i5-8400,NVIDIA GeForce GTX 1050 Ti,radicalHeights,6.0,6.0,2800.0,4000.0,9.0,65.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,44.7
Intel Core i5-7600K,NVIDIA GeForce GTX 1050 Ti,radicalHeights,4.0,4.0,3800.0,4200.0,6.0,91.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,44.3
Intel Core i5-7500,NVIDIA GeForce GTX 1050 Ti,radicalHeights,4.0,4.0,3400.0,3800.0,6.0,65.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,41.9
Intel Core i3-7100,NVIDIA GeForce GTX 1050 Ti,radicalHeights,2.0,4.0,3900.0,3900.0,3.0,51.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,34.9
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1050 Ti,radicalHeights,12.0,24.0,3800.0,4600.0,64.0,105.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,49.8
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1050 Ti,radicalHeights,8.0,16.0,3900.0,4500.0,32.0,105.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,49.3
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1050 Ti,radicalHeights,8.0,16.0,3600.0,4400.0,32.0,65.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,48.6
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1050 Ti,radicalHeights,6.0,12.0,3800.0,4400.0,32.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,48.4
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1050 Ti,radicalHeights,6.0,12.0,3600.0,4200.0,32.0,65.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,47.0
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1050 Ti,radicalHeights,6.0,12.0,3600.0,4250.0,16.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,45.7
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1050 Ti,radicalHeights,6.0,12.0,3600.0,4000.0,16.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,42.9
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1050 Ti,radicalHeights,6.0,12.0,3400.0,3900.0,16.0,65.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,42.4
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1050 Ti,radicalHeights,8.0,16.0,3400.0,3800.0,16.0,95.0,4000.0,112100.0,128.0,768.0,1291.0,1392.0,32.0,2138000.0,max,ultra,4,1080.0,41.0
Intel Core i9-9900K,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,8.0,16.0,3600.0,5000.0,16.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,46.5
Intel Core i7-9700K,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,8.0,8.0,3600.0,4900.0,12.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,46.0
Intel Core i7-8700K,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,6.0,12.0,3700.0,4700.0,12.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,42.8
Intel Core i7-7700K,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,4.0,8.0,4200.0,4500.0,8.0,91.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,41.5
Intel Core i5-9400F,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,6.0,6.0,2900.0,4100.0,9.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,41.1
Intel Core i5-8600K,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,6.0,6.0,3600.0,4300.0,9.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,40.7
Intel Core i5-8400,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,6.0,6.0,2800.0,4000.0,9.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,39.9
Intel Core i5-7600K,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,4.0,4.0,3800.0,4200.0,6.0,91.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,39.4
Intel Core i5-7500,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,4.0,4.0,3400.0,3800.0,6.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,37.4
Intel Core i3-7100,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,2.0,4.0,3900.0,3900.0,3.0,51.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,31.1
AMD Ryzen 9 3900X,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,12.0,24.0,3800.0,4600.0,64.0,105.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,44.4
AMD Ryzen 7 3800X,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,8.0,16.0,3900.0,4500.0,32.0,105.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,44.0
AMD Ryzen 7 3700X,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,8.0,16.0,3600.0,4400.0,32.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,43.4
AMD Ryzen 5 3600X,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,6.0,12.0,3800.0,4400.0,32.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,43.1
AMD Ryzen 5 3600,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,6.0,12.0,3600.0,4200.0,32.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,41.9
AMD Ryzen 5 2600X,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,6.0,12.0,3600.0,4250.0,16.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,40.7
AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,6.0,12.0,3600.0,4000.0,16.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,38.2
AMD Ryzen 5 2600,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,6.0,12.0,3400.0,3900.0,16.0,65.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,37.8
AMD Ryzen 7 1700X,NVIDIA GeForce GTX 1050 3 GB,radicalHeights,8.0,16.0,3400.0,3800.0,16.0,95.0,3000.0,84100.0,96.0,768.0,1392.0,1518.0,24.0,2332000.0,max,ultra,4,1080.0,36.5
Intel Core i9-9900K,AMD Radeon RX 5700 XT,radicalHeights,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,103.1
Intel Core i7-9700K,AMD Radeon RX 5700 XT,radicalHeights,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,102.2
Intel Core i7-8700K,AMD Radeon RX 5700 XT,radicalHeights,6.0,12.0,3700.0,4700.0,12.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,94.9
Intel Core i7-7700K,AMD Radeon RX 5700 XT,radicalHeights,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,92.2
Intel Core i5-9400F,AMD Radeon RX 5700 XT,radicalHeights,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,91.2
Intel Core i5-8600K,AMD Radeon RX 5700 XT,radicalHeights,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,90.3
Intel Core i5-8400,AMD Radeon RX 5700 XT,radicalHeights,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,88.5
Intel Core i5-7600K,AMD Radeon RX 5700 XT,radicalHeights,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,87.6
Intel Core i5-7500,AMD Radeon RX 5700 XT,radicalHeights,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,83.0
Intel Core i3-7100,AMD Radeon RX 5700 XT,radicalHeights,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,69.1
AMD Ryzen 9 3900X,AMD Radeon RX 5700 XT,radicalHeights,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,98.5
AMD Ryzen 7 3800X,AMD Radeon RX 5700 XT,radicalHeights,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,97.6
AMD Ryzen 7 3700X,AMD Radeon RX 5700 XT,radicalHeights,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,96.2
AMD Ryzen 5 3600X,AMD Radeon RX 5700 XT,radicalHeights,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,95.8
AMD Ryzen 5 3600,AMD Radeon RX 5700 XT,radicalHeights,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,93.0
AMD Ryzen 5 2600X,AMD Radeon RX 5700 XT,radicalHeights,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,90.3
AMD Ryzen 5 1600X,AMD Radeon RX 5700 XT,radicalHeights,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,84.8
AMD Ryzen 5 2600,AMD Radeon RX 5700 XT,radicalHeights,6.0,12.0,3400.0,3900.0,16.0,65.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,83.9
AMD Ryzen 7 1700X,AMD Radeon RX 5700 XT,radicalHeights,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,448000.0,256.0,2560.0,1605.0,1905.0,64.0,9754000.0,max,ultra,4,1080.0,81.1
Intel Core i9-9900K,AMD Radeon RX 5700,radicalHeights,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,99.7
Intel Core i7-9700K,AMD Radeon RX 5700,radicalHeights,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,98.8
Intel Core i7-8700K,AMD Radeon RX 5700,radicalHeights,6.0,12.0,3700.0,4700.0,12.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,91.8
Intel Core i7-7700K,AMD Radeon RX 5700,radicalHeights,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,89.1
Intel Core i5-9400F,AMD Radeon RX 5700,radicalHeights,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,88.1
Intel Core i5-8600K,AMD Radeon RX 5700,radicalHeights,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,87.3
Intel Core i5-8400,AMD Radeon RX 5700,radicalHeights,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,85.6
Intel Core i5-7600K,AMD Radeon RX 5700,radicalHeights,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,84.7
Intel Core i5-7500,AMD Radeon RX 5700,radicalHeights,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,80.2
Intel Core i3-7100,AMD Radeon RX 5700,radicalHeights,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,66.8
AMD Ryzen 9 3900X,AMD Radeon RX 5700,radicalHeights,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,95.3
AMD Ryzen 7 3800X,AMD Radeon RX 5700,radicalHeights,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,94.4
AMD Ryzen 7 3700X,AMD Radeon RX 5700,radicalHeights,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,93.0
AMD Ryzen 5 3600X,AMD Radeon RX 5700,radicalHeights,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,92.6
AMD Ryzen 5 3600,AMD Radeon RX 5700,radicalHeights,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,89.9
AMD Ryzen 5 2600X,AMD Radeon RX 5700,radicalHeights,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,87.3
AMD Ryzen 5 1600X,AMD Radeon RX 5700,radicalHeights,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,82.0
AMD Ryzen 5 2600,AMD Radeon RX 5700,radicalHeights,6.0,12.0,3400.0,3900.0,16.0,65.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,81.1
AMD Ryzen 7 1700X,AMD Radeon RX 5700,radicalHeights,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,448000.0,256.0,2304.0,1465.0,1725.0,64.0,7949000.0,max,ultra,4,1080.0,78.4
Intel Core i9-9900K,AMD Radeon Pro Vega 64,radicalHeights,8.0,16.0,3600.0,5000.0,16.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,97.5
Intel Core i7-9700K,AMD Radeon Pro Vega 64,radicalHeights,8.0,8.0,3600.0,4900.0,12.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,96.6
Intel Core i7-8700K,AMD Radeon Pro Vega 64,radicalHeights,6.0,12.0,3700.0,4700.0,12.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,89.7
Intel Core i7-7700K,AMD Radeon Pro Vega 64,radicalHeights,4.0,8.0,4200.0,4500.0,8.0,91.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,87.1
Intel Core i5-9400F,AMD Radeon Pro Vega 64,radicalHeights,6.0,6.0,2900.0,4100.0,9.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,86.1
Intel Core i5-8600K,AMD Radeon Pro Vega 64,radicalHeights,6.0,6.0,3600.0,4300.0,9.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,85.4
Intel Core i5-8400,AMD Radeon Pro Vega 64,radicalHeights,6.0,6.0,2800.0,4000.0,9.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,83.6
Intel Core i5-7600K,AMD Radeon Pro Vega 64,radicalHeights,4.0,4.0,3800.0,4200.0,6.0,91.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,82.7
Intel Core i5-7500,AMD Radeon Pro Vega 64,radicalHeights,4.0,4.0,3400.0,3800.0,6.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,78.4
Intel Core i3-7100,AMD Radeon Pro Vega 64,radicalHeights,2.0,4.0,3900.0,3900.0,3.0,51.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,65.3
AMD Ryzen 9 3900X,AMD Radeon Pro Vega 64,radicalHeights,12.0,24.0,3800.0,4600.0,64.0,105.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,93.1
AMD Ryzen 7 3800X,AMD Radeon Pro Vega 64,radicalHeights,8.0,16.0,3900.0,4500.0,32.0,105.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,92.2
AMD Ryzen 7 3700X,AMD Radeon Pro Vega 64,radicalHeights,8.0,16.0,3600.0,4400.0,32.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,90.9
AMD Ryzen 5 3600X,AMD Radeon Pro Vega 64,radicalHeights,6.0,12.0,3800.0,4400.0,32.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,90.5
AMD Ryzen 5 3600,AMD Radeon Pro Vega 64,radicalHeights,6.0,12.0,3600.0,4200.0,32.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,87.9
AMD Ryzen 5 2600X,AMD Radeon Pro Vega 64,radicalHeights,6.0,12.0,3600.0,4250.0,16.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,85.4
AMD Ryzen 5 1600X,AMD Radeon Pro Vega 64,radicalHeights,6.0,12.0,3600.0,4000.0,16.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,80.1
AMD Ryzen 5 2600,AMD Radeon Pro Vega 64,radicalHeights,6.0,12.0,3400.0,3900.0,16.0,65.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,79.3
AMD Ryzen 7 1700X,AMD Radeon Pro Vega 64,radicalHeights,8.0,16.0,3400.0,3800.0,16.0,95.0,16000.0,402400.0,2048.0,4096.0,1250.0,1350.0,64.0,11060000.0,max,ultra,4,1080.0,76.7
Intel Core i9-9900K,AMD Radeon RX 590,radicalHeights,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,83.9
Intel Core i7-9700K,AMD Radeon RX 590,radicalHeights,8.0,8.0,3600.0,4900.0,12.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,83.1
Intel Core i7-8700K,AMD Radeon RX 590,radicalHeights,6.0,12.0,3700.0,4700.0,12.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,77.2
Intel Core i7-7700K,AMD Radeon RX 590,radicalHeights,4.0,8.0,4200.0,4500.0,8.0,91.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,74.9
Intel Core i5-9400F,AMD Radeon RX 590,radicalHeights,6.0,6.0,2900.0,4100.0,9.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,74.1
Intel Core i5-8600K,AMD Radeon RX 590,radicalHeights,6.0,6.0,3600.0,4300.0,9.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,73.5
Intel Core i5-8400,AMD Radeon RX 590,radicalHeights,6.0,6.0,2800.0,4000.0,9.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,72.0
Intel Core i5-7600K,AMD Radeon RX 590,radicalHeights,4.0,4.0,3800.0,4200.0,6.0,91.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,71.2
Intel Core i5-7500,AMD Radeon RX 590,radicalHeights,4.0,4.0,3400.0,3800.0,6.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,67.5
Intel Core i3-7100,AMD Radeon RX 590,radicalHeights,2.0,4.0,3900.0,3900.0,3.0,51.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,56.2
AMD Ryzen 9 3900X,AMD Radeon RX 590,radicalHeights,12.0,24.0,3800.0,4600.0,64.0,105.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,80.1
AMD Ryzen 7 3800X,AMD Radeon RX 590,radicalHeights,8.0,16.0,3900.0,4500.0,32.0,105.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,79.4
AMD Ryzen 7 3700X,AMD Radeon RX 590,radicalHeights,8.0,16.0,3600.0,4400.0,32.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,78.2
AMD Ryzen 5 3600X,AMD Radeon RX 590,radicalHeights,6.0,12.0,3800.0,4400.0,32.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,77.9
AMD Ryzen 5 3600,AMD Radeon RX 590,radicalHeights,6.0,12.0,3600.0,4200.0,32.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,75.6
AMD Ryzen 5 2600X,AMD Radeon RX 590,radicalHeights,6.0,12.0,3600.0,4250.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,73.5
AMD Ryzen 5 1600X,AMD Radeon RX 590,radicalHeights,6.0,12.0,3600.0,4000.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,69.0
AMD Ryzen 5 2600,AMD Radeon RX 590,radicalHeights,6.0,12.0,3400.0,3900.0,16.0,65.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,68.2
AMD Ryzen 7 1700X,AMD Radeon RX 590,radicalHeights,8.0,16.0,3400.0,3800.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1469.0,1545.0,32.0,7119000.0,max,ultra,4,1080.0,66.0
Intel Core i9-9900K,AMD Radeon RX 580,radicalHeights,8.0,16.0,3600.0,5000.0,16.0,95.0,8000.0,256000.0,256.0,2304.0,1257.0,1340.0,32.0,6175000.0,max,ultra,4,1080.0,60.1
